source,target,lag
ADAMDEC1,C1QA,0
ADAMDEC1,CDKN1C,0
ADAMTS14,ARHGEF10,0
ADAMTS14,TP53I11,0
ADGRG3,IL18R1,0
ADGRG3,MMP8,0
ADGRG3,MMP9,0
ALPL,FLT1,0
ALPL,MARCO,0
APOL2,BCL2L14,0
APOL2,GBP3,0
APOL2,GBP7,0
APOL6,APOL2,0
AREG,CTLA4,0
AREG,EREG,0
AREG,NTRK1,0
ATP9A,FLT1,0
BCL2L14,APOL2,0
BMX,ORM1,0
BMX,S100A12,0
C1QA,MT-ND2,0
CCR3,EPX,0
CCR4,GPR15,0
CDKN1C,ADAMDEC1,0
CHRNE,ANPEP,0
CLC,FAM185A,0
CLC,SLC16A1,0
CLC,ZFPM2,0
CLDN7,C1QA,0
CLDN7,EPX,0
CLTCL1,NBL1,0
CLTCL1,ORM1,0
CLTCL1,PLCD3,0
COL11A1,TRDC,0
CRISPLD2,CHRNE,0
CRISPLD2,CLTCL1,0
CRISPLD2,MMP1,0
CRISPLD2,RNU6-1188P,0
CSGALNACT1,FIGLA,0
CSGALNACT1,MMP1,0
CSGALNACT1,RNU6-1188P,0
CST7,MMP9,0
CST7,PLAU,0
CTLA4,EREG,0
CTLA4,NTRK1,0
CXCL6,NBL1,0
DDX60,IFI27,0
DDX60,IFI44,0
DDX60,ISG15,0
DDX60,XAF1,0
DHX58,IRF7,0
DHX58,TRIM14,0
DLG5,LANCL3,0
DSCC1,CLC,0
DSCC1,LAPTM4B,0
DYSF,ALPL,0
DYSF,TRPM2,0
EIF2AK2,KCTD14,0
EIF2AK2,OAS2,0
ENTPD3,ADGRG3,0
ENTPD3,ANPEP,0
ENTPD3,CST7,0
ENTPD3,DYSF,0
ENTPD3,LYPD8,0
ENTPD3,VNN1,0
EQTN,BEX2,0
EQTN,YEATS4,0
EREG,AREG,0
EREG,SIK1,0
FAM167B,RNF182,0
FAM216B,EIF2AK2,0
FAM216B,PML,0
FAM216B,RNF213,0
FBLN2,BCL2L14,0
FBXO39,FOSB,0
FGFBP2,NTRK1,0
FIGLA,CYP4F22,0
FLT1,IGHM,0
FLT1,JCHAIN,0
FZD4,CYP4F22,0
GBP3,KCNMA1,0
GBP3,SPDYA,0
GBP7,APOL2,0
GBP7,GBP3,0
GLI1,IGHM,0
GZMB,PRF1,0
GZMB,U3,0
HMGN3,CLDN7,0
HMGN3,GPR15,0
HSH2D,TMPRSS2,0
IFI44,IFI44L,0
IFI44,MX2,0
IFI44,RSAD2,0
IFI44,TENM1,0
IFI44L,COL11A1,0
IFI44L,PRF1,0
IFI44L,USP18,0
IFI6,ISG15,0
IFIT2,IFI27,0
IFIT3,PRF1,0
IFIT3,USP18,0
IL18RAP,ALPL,0
IL18RAP,TRPM2,0
IRF7,APOL6,0
IRF7,BCL2L14,0
IRF7,GBP7,0
ISG15,HERC5,0
ISG15,IFIT2,0
ISG15,IFIT3,0
ISG15,OAS1,0
JCHAIN,GPR15,0
KCNH7,IGHM,0
KCTD14,NGFR,0
KCTD14,U3,0
LANCL3,CYP4F22,0
LANCL3,Metazoa_SRP,0
LAPTM4B,LEPR,0
LAPTM4B,SPP1,0
LEPR,ADAMDEC1,0
LEPR,LAPTM4B,0
LGALS3BP,RNF213,0
LYPD8,ADAMTS14,0
LYPD8,KCNH7,0
MCEMP1,S100A12,0
MCEMP1,S100A8,0
MMP10,S100A9,0
MMP10,YES1,0
MMP9,CHRNE,0
MMP9,OLFM4,0
MMP9,PLCD3,0
MT-ND2,ADAMDEC1,0
MT-ND2,DSCC1,0
MT-ND2,EREG,0
MX1,OAS1,0
MX2,CLNK,0
MX2,DHX58,0
MX2,EIF2AK2,0
MX2,OASL,0
NGFR,KCTD14,0
NR2E1,PRSS33,0
NR6A1,FBLN2,0
NR6A1,SPP1,0
OAS1,IFI27,0
OAS2,TRIM14,0
OAS3,HSH2D,0
OAS3,LGALS3BP,0
OASL,DHX58,0
OASL,OAS2,0
OASL,PAK3,0
OLFM4,MMP1,0
OLFM4,MMP8,0
ORM1,BMX,0
ORM1,FIGLA,0
PCDH1,RORA,0
PDZD4,EPX,0
PGLYRP1,ADAMTS14,0
PGLYRP1,MMP9,0
PGLYRP1,PLCD3,0
PGLYRP1,ZNF423,0
PLAU,ALPL,0
PLCD3,DLG5,0
PLCD3,NBL1,0
PLCD3,PGLYRP1,0
PML,IRF7,0
PRF1,IFI44L,0
PRSS33,GLI1,0
PRSS33,RNF182,0
RIGI,COL11A1,0
RIGI,FGFBP2,0
RIGI,IFIT2,0
RIGI,IFIT3,0
RIGI,ISG15,0
RIGI,OAS1,0
RNF213,AHDC1,0
RNF213,FAM216B,0
RNF213,LGALS3BP,0
RNF213,NGFR,0
RSAD2,RORA,0
RSAD2,TRDC,0
S100A12,MCEMP1,0
S100A12,VNN2,0
S100A8,S100A12,0
S100A8,VNN2,0
S100A8,YES1,0
S100A9,BMX,0
SIGLEC1,FAM216B,0
SIGLEC1,LGALS3BP,0
SIK1,FOSB,0
SIK1,KCTD14,0
SLC16A1,Metazoa_SRP,0
SPDYA,DDB1,0
SPP1,CLC,0
SPP1,NR6A1,0
TMPRSS2,FOSB,0
TMPRSS2,OAS3,0
TP53I11,CXCL6,0
TP53I11,ZNF423,0
TRDC,CCR3,0
TRDC,FGFBP2,0
TRIM14,DHX58,0
TRIM14,FAM216B,0
TRIM14,HSH2D,0
TRIM14,OAS2,0
TRIM14,OAS3,0
TRIM14,TMPRSS2,0
TRIM14,TRIM6,0
TRIM6,LANCL3,0
TRPM2,ATP9A,0
TRPM2,CST7,0
USP18,HSH2D,0
VNN2,S100A8,0
XAF1,DHX58,0
XAF1,IFI27,0
XAF1,IRF7,0
XAF1,PAK3,0
ZFPM2,CLC,0
ZFPM2,CPA3,0
ADAMDEC1,MMP8,1
ADAMDEC1,OLFM4,1
ADAMDEC1,U3,1
AHDC1,FBLN2,1
AHDC1,LEPR,1
AHDC1,SPP1,1
ALPL,BEX2,1
ANPEP,YEATS4,1
APOL2,FLT1,1
AREG,APOL6,1
ARHGEF10,ADAMTS14,1
ARHGEF10,CABLES2,1
ARHGEF10,SIGLEC1,1
ARHGEF10,SPDYA,1
BCL2L14,CDKN1C,1
BEX2,CYP4F22,1
C1QA,ADGRG3,1
CABLES2,APOL6,1
CABLES2,BEX2,1
CABLES2,C1QA,1
CABLES2,FZD4,1
CABLES2,PRSS33,1
CDKN1C,CABLES2,1
CDKN1C,HMGN3,1
CDKN1C,MMP1,1
CDKN1C,RSAD2,1
CLC,TRDC,1
CLNK,C1QA,1
CSGALNACT1,CCR3,1
CTLA4,AREG,1
CTLA4,FAM167B,1
DDB1,ADAMTS14,1
DDB1,DSCC1,1
DDB1,LYPD8,1
DDB1,MT-ND2,1
DDB1,TP53I11,1
DDB1,TRIM6,1
DDB1,ZNF423,1
DENND5B,LANCL3,1
DENND5B,PLAU,1
DENND5B,SPDYA,1
DLG5,S100A9,1
EPX,CDKN1C,1
EPX,IL2RA,1
FAM167B,CLNK,1
FLT1,GZMB,1
FLT1,HERC5,1
FLT1,IFI44L,1
FLT1,RIGI,1
GLI1,CDKN1C,1
GPR15,CABLES2,1
GPR15,JCHAIN,1
GPR15,SPP1,1
GPR15,TRDC,1
GPR15,YEATS4,1
HSH2D,CST7,1
IGHM,RNU6-1188P,1
IL2RA,CCR3,1
IL2RA,DENND5B,1
IL2RA,IL18RAP,1
IL2RA,MMP9,1
IL2RA,TRPM2,1
IRF7,CST7,1
IRF7,DLG5,1
JCHAIN,CXCL6,1
JCHAIN,FGFBP2,1
JCHAIN,GLI1,1
JCHAIN,GZMB,1
JCHAIN,IFI44,1
JCHAIN,IFI6,1
JCHAIN,OAS1,1
JCHAIN,RIGI,1
JCHAIN,RSAD2,1
KCNMA1,MARCO,1
KCTD14,TP53I11,1
LANCL3,ADGRG3,1
LANCL3,CABLES2,1
LANCL3,CSGALNACT1,1
LANCL3,FBLN2,1
LANCL3,KCNMA1,1
LANCL3,MT-ND2,1
LANCL3,NR6A1,1
LANCL3,PDZD4,1
MARCO,RORA,1
MMP1,ZFPM2,1
MT-ND2,CHRNE,1
MT-ND2,FZD4,1
NBL1,ADGRG3,1
NBL1,DLG5,1
NBL1,ENTPD3,1
NBL1,FAM167B,1
NBL1,HMGN3,1
NBL1,PDZD4,1
NBL1,VNN1,1
NGFR,AREG,1
NGFR,LYPD8,1
NGFR,NR6A1,1
NGFR,YEATS4,1
NR6A1,RNU6-1188P,1
NTRK1,IL18RAP,1
NTRK1,PDZD4,1
NTRK1,YES1,1
ORM1,EPX,1
PAK3,FBXO39,1
PLCD3,MCEMP1,1
PRSS33,CCR3,1
PRSS33,GBP3,1
RNF182,PAK3,1
RNF213,IL18RAP,1
RNF213,MCEMP1,1
RORA,ADAMDEC1,1
RORA,AHDC1,1
RORA,CHRNE,1
RORA,DDX60,1
RORA,DLG5,1
RORA,EQTN,1
RORA,FBXO39,1
RORA,GBP3,1
RORA,HERC5,1
RORA,IFI6,1
RORA,IFIT3,1
RORA,ISG15,1
RORA,KCTD14,1
RORA,LAPTM4B,1
RORA,LEPR,1
RORA,MX1,1
RORA,MX2,1
RORA,NGFR,1
RORA,OAS2,1
RORA,OAS3,1
RORA,OASL,1
RORA,OLFM4,1
RORA,PLCD3,1
RORA,PML,1
RORA,PRF1,1
RORA,RIGI,1
RORA,SIGLEC1,1
RORA,SIK1,1
RORA,TMPRSS2,1
RORA,TRIM14,1
RORA,TRIM6,1
RORA,USP18,1
RSAD2,CLNK,1
RSAD2,PCDH1,1
SIGLEC1,BMX,1
SIK1,EQTN,1
SLC16A1,BCL2L14,1
SLC16A1,CTLA4,1
SLC16A1,FADS3,1
SLC16A1,NR2E1,1
SLC16A1,PRSS33,1
SPDYA,AREG,1
SPDYA,BEX2,1
SPDYA,GLI1,1
SPDYA,RNF182,1
SPDYA,U3,1
TRDC,JCHAIN,1
TRDC,RSAD2,1
TRDC,USP18,1
TRIM6,NR2E1,1
U3,CXCL6,1
U3,FAM185A,1
ZNF423,MCEMP1,1
ADAMTS14,CLDN7,2
ADAMTS14,DDB1,2
ADAMTS14,FGFBP2,2
AHDC1,ARHGEF10,2
ANPEP,APOL6,2
AREG,CTLA4,2
AREG,EQTN,2
AREG,NR2E1,2
AREG,NTRK1,2
ARHGEF10,CCR4,2
ARHGEF10,NR6A1,2
ARHGEF10,S100A9,2
ARHGEF10,SIK1,2
BEX2,AHDC1,2
BEX2,CLC,2
BEX2,DDX60,2
BEX2,EIF2AK2,2
BEX2,EQTN,2
BEX2,FBXO39,2
BEX2,FOSB,2
BEX2,LGALS3BP,2
BEX2,MMP10,2
BEX2,OASL,2
BEX2,PML,2
BEX2,RNF213,2
BEX2,SIGLEC1,2
BEX2,SLC16A1,2
BEX2,TENM1,2
BEX2,XAF1,2
CABLES2,CPA3,2
CDKN1C,CPA3,2
CDKN1C,DYSF,2
CDKN1C,OLFM4,2
CDKN1C,ZFPM2,2
CLC,COL11A1,2
CLC,DDX60,2
CLC,HERC5,2
CLC,IFI44,2
CLC,IFI44L,2
CLC,IFIT2,2
CLC,IFIT3,2
CLC,MX1,2
CLC,RIGI,2
CLC,TENM1,2
CLC,TMPRSS2,2
CLC,XAF1,2
CTLA4,NBL1,2
CXCL6,ANPEP,2
CXCL6,ATP9A,2
CXCL6,DSCC1,2
CXCL6,ENTPD3,2
CXCL6,EREG,2
CXCL6,NR2E1,2
CXCL6,PGLYRP1,2
CXCL6,ZFPM2,2
DDB1,KCNH7,2
DDB1,PLAU,2
DDB1,S100A8,2
DDB1,SPDYA,2
DENND5B,ATP9A,2
DENND5B,Metazoa_SRP,2
DENND5B,VNN1,2
FADS3,AHDC1,2
FADS3,PLAU,2
FAM167B,CLDN7,2
FAM167B,CLTCL1,2
FAM167B,CSGALNACT1,2
FAM167B,HSH2D,2
FAM167B,IL18R1,2
FAM167B,IRF7,2
FAM167B,KCNH7,2
FAM167B,KCNMA1,2
FAM167B,MT-ND2,2
FAM167B,TRIM6,2
FAM185A,DDB1,2
FAM185A,GBP7,2
FAM185A,MX2,2
FAM185A,OASL,2
FAM185A,PAK3,2
FAM185A,XAF1,2
FGFBP2,ENTPD3,2
FIGLA,ARHGEF10,2
FOSB,KCNH7,2
FOSB,LANCL3,2
GBP7,CCR4,2
GBP7,FIGLA,2
GBP7,IGHM,2
GLI1,CRISPLD2,2
GLI1,CSGALNACT1,2
GLI1,PGLYRP1,2
GPR15,HMGN3,2
GPR15,LEPR,2
GPR15,S100A12,2
GPR15,S100A8,2
IGHM,MMP8,2
IGHM,MX2,2
IGHM,OAS3,2
IGHM,RNF213,2
IGHM,TENM1,2
IL2RA,MARCO,2
KCNH7,RORA,2
LANCL3,MARCO,2
LANCL3,PRSS33,2
LGALS3BP,FAM167B,2
NBL1,CCR4,2
NBL1,CPA3,2
NBL1,FIGLA,2
NBL1,FZD4,2
NBL1,IL18RAP,2
NBL1,TRPM2,2
NR6A1,ANPEP,2
NR6A1,FAM216B,2
NR6A1,JCHAIN,2
NR6A1,PML,2
NR6A1,SIK1,2
NTRK1,FAM185A,2
ORM1,ALPL,2
PAK3,CLDN7,2
PAK3,CSGALNACT1,2
PLAU,FLT1,2
PRSS33,IL2RA,2
RORA,APOL2,2
RORA,CCR4,2
RORA,CLTCL1,2
RORA,FBLN2,2
RORA,GBP7,2
RORA,LYPD8,2
RORA,ORM1,2
RORA,S100A9,2
RORA,VNN1,2
RORA,VNN2,2
SLC16A1,FAM167B,2
SLC16A1,RNF182,2
SPDYA,CLTCL1,2
SPDYA,DSCC1,2
TRDC,CLNK,2
TRDC,DDX60,2
U3,CTLA4,2
U3,FADS3,2
USP18,BMX,2
USP18,Metazoa_SRP,2
ZFPM2,IFI6,2
